image_name,pore_id,area_px,bbox_r0,bbox_c0,bbox_r1,bbox_c1,p,A,w,b,c,a,m,Lb,Wb,dH,pHull,Ahull,ece,L_maj,L_min,d_BC,feret_major,feret_minor,w_f,DL_Circ,DL_Rec,DL_Com,DL_Elo,CI_Circ,CI_AR,CI_Con,CI_Sol,LL_Circ,LL_AR,LL_Elo,LL_Con,LL_Sol,LI_AR,LI_Con,LI_Sol,SC_Circ,SC_Rec,SC_ARF,SC_AR,FF,Reg
S1_Grao_3,107,351,512,1186,535,1207,90.124892,351.000000,19.798990,23.334524,66.413825,24.000000,14.958333,23.000000,21.000000,21.140177,75.012193,400.000000,73.263099,23.706584,20.241737,24.413536,25.186552,19.798990,23.334524,1.357020,1.044720,0.759740,1.604457,0.543035,1.171173,0.812906,0.877500,0.736909,0.913043,0.086957,0.832314,0.877500,0.853845,0.832314,0.877500,0.749818,0.759740,0.848485,1.178571,0.543035,0.309349
S1_Grao_3,109,617,520,114,598,144,228.291414,617.000000,27.038482,79.377624,88.053681,33.000000,7.887500,78.000000,30.000000,28.028357,189.539105,1422.000000,208.508584,80.253182,23.954469,79.429214,80.429162,27.038482,79.377624,2.592639,1.072636,0.287478,4.183835,0.148770,3.350238,0.913344,0.433896,0.385707,0.384615,0.615385,0.830251,0.433896,0.298486,0.830251,0.433896,0.124519,0.287478,0.340631,2.935728,0.148770,0.005325
S1_Grao_3,110,4345,523,988,629,1154,630.761543,4345.000000,86.051265,181.146317,233.668313,55.000000,31.846154,166.000000,116.000000,74.378934,357.617316,11156.000000,486.201733,192.304167,75.168305,182.947534,183.945298,86.051265,181.146317,2.699388,1.180328,0.278742,1.727053,0.137236,2.558315,0.770817,0.389477,0.370454,0.698795,0.301205,0.566961,0.389477,0.390882,0.566961,0.389477,0.165290,0.278742,0.475037,2.105098,0.137236,0.006323
S1_Grao_3,112,946,551,333,629,382,233.433550,946.000000,23.682104,88.967021,109.031127,64.000000,10.633333,75.000000,59.000000,34.705686,197.066017,1827.000000,226.942002,101.079176,20.210647,89.067390,90.066732,23.682104,88.967021,2.140981,1.036109,0.448995,6.018809,0.218160,5.001284,0.972191,0.517789,0.467076,0.786667,0.213333,0.844206,0.517789,0.199949,0.844206,0.517789,0.151832,0.448995,0.266190,3.756720,0.218160,0.014872
S1_Grao_3,113,132,552,1154,573,1174,71.396970,132.000000,8.485281,24.748737,40.727889,25.000000,5.120000,25.000000,9.000000,12.964090,64.325902,191.000000,67.934488,29.928639,8.183848,25.238859,26.238720,8.485281,24.748737,1.753024,1.074155,0.628571,4.882812,0.325405,3.657037,0.951504,0.691099,0.570443,0.360000,0.640000,0.900961,0.691099,0.273445,0.900961,0.691099,0.263842,0.628571,0.342857,2.916667,0.325405,0.053966
S1_Grao_3,115,89,574,306,585,319,45.597980,89.000000,9.391486,12.521981,33.442592,12.000000,7.384615,13.000000,11.000000,10.645108,41.455844,114.000000,40.564219,13.881164,9.531697,13.489677,14.152881,9.391486,12.521981,1.363470,1.040410,0.756803,1.625000,0.537909,1.456316,0.889606,0.780702,0.733423,0.846154,0.153846,0.909160,0.780702,0.686664,0.909160,0.780702,0.622726,0.756803,0.750000,1.333333,0.537909,0.253506
S1_Grao_3,117,611,581,260,629,311,229.847763,611.000000,33.213113,61.658463,87.624497,34.000000,11.370968,63.000000,36.000000,27.891744,153.681241,1528.000000,170.983915,69.870265,28.793099,62.625873,63.625865,33.213113,61.658463,2.623099,1.211363,0.298359,2.990071,0.145335,2.426632,0.743901,0.399869,0.381228,0.571429,0.428571,0.668622,0.399869,0.412094,0.668622,0.399869,0.198355,0.298359,0.538663,1.856449,0.145335,0.008601
S1_Grao_3,119,291,593,687,629,710,99.438600,291.000000,11.842166,39.792866,60.471595,26.000000,7.073171,32.000000,29.000000,19.248707,88.325902,434.000000,104.882515,45.997767,11.040008,39.812058,40.811763,11.842166,39.792866,1.644385,0.962899,0.617528,3.675862,0.369822,4.166462,1.054746,0.670507,0.608130,0.906250,0.093750,0.888246,0.670507,0.240012,0.888246,0.670507,0.233762,0.617528,0.297595,3.360269,0.369822,0.053386
S1_Grao_3,121,387,608,927,629,957,60.769553,387.000000,21.000000,30.000000,69.736543,23.000000,12.870968,28.000000,26.000000,22.197831,59.941125,493.000000,99.823739,32.500711,22.402927,32.829526,32.905926,21.000000,30.000000,0.871416,0.595780,0.614286,1.786967,1.316888,1.450735,1.642660,0.784990,1.147557,0.928571,0.071429,0.986368,0.784990,0.689306,0.986368,0.784990,0.457185,0.614286,0.700000,1.428571,1.316888,0.369838
S1_Grao_3,122,766,612,195,629,282,172.622366,748.000000,17.000000,87.000000,96.951767,58.000000,9.295455,87.000000,18.000000,30.860706,138.355339,1221.000000,215.689550,95.071714,15.317477,87.572827,88.572784,17.000000,87.000000,1.780497,0.829915,0.505747,6.239609,0.315440,6.206747,1.249488,0.612613,0.561641,0.206897,0.793103,0.801491,0.612613,0.161115,0.801491,0.612613,0.124186,0.505747,0.195402,5.117647,0.315440,0.019812
S1_Grao_3,125,78,623,405,629,418,25.384776,78.000000,6.000000,13.000000,31.307777,14.000000,5.714286,13.000000,6.000000,9.965575,22.899495,84.000000,38.414925,14.658239,7.035175,13.341664,14.341664,6.000000,13.000000,0.810814,0.668020,1.000000,2.450000,1.521100,2.083564,1.513306,0.928571,1.233329,0.461538,0.538462,0.902096,0.928571,0.479947,0.902096,0.928571,0.557936,1.000000,0.461538,2.166667,1.521100,0.848677
